19930404.0007	93.4.4-725	train	sci.space
19930404.0025	93.4.4-2473	train	misc.forsale
19930404.003	93.4.4-2968	train	sci.electronics
19930404.0031	1993.4.4-3081	train	comp.sys.mac.hardware
19930404.0042	93.4.4-4210	train	talk.politics.misc
19930404.0042	93.4.4-4226	train	comp.sys.ibm.pc.hardware
19930404.0052	1993.4.4-5236	train	alt.atheism
19930404.0053	1993.4.4-5345	train	misc.forsale
19930404.0057	93.4.4-5668	train	sci.med
19930404.0073	1993.4.4-7271	train	misc.forsale
19930404.0073	1993.4.4-7272	train	misc.forsale
19930404.0081	93.4.4-8061	train	rec.sport.baseball
19930404.0082	1993.4.4-8228	train	alt.atheism
19930404.0082	1993.4.4-8232	train	alt.atheism
19930404.0082	1993.4.4-8234	train	alt.atheism
19930404.0084	93.4.4-8358	train	misc.forsale
19930404.0084	1993.4.4-8437	train	comp.sys.mac.hardware
19930404.0084	1993.4.4-8442	train	talk.religion.misc
19930404.0084	1993.4.4-8443	train	talk.religion.misc
19930404.0085	1993.4.4-8524	train	comp.graphics
19930404.0089	93.4.4-8866	train	comp.sys.ibm.pc.hardware
19930404.0101	1993.4.4-10141	train	talk.politics.misc
19930404.0104	93.4.4-10372	train	comp.graphics
19930404.0107	1993.4.4-10713	train	sci.crypt
19930404.0107	93.4.4-10718	train	sci.crypt
19930404.0112	1993.4.4-11176	train	alt.atheism
19930404.0117	1993.4.4-11666	train	alt.atheism
19930404.0117	1993.4.4-11681	train	alt.atheism
19930404.0117	1993.4.4-11694	train	alt.atheism
19930404.0117	1993.4.4-11749	train	comp.windows.x
19930404.012	93.4.4-12043	train	comp.sys.mac.hardware
19930404.0122	93.4.4-12210	train	misc.forsale
19930404.0122	1993.4.4-12221	train	rec.autos
19930404.0122	1993.4.4-12229	train	rec.autos
19930404.0125	1993.4.4-12480	train	talk.politics.guns
19930404.0125	1993.4.4-12483	train	talk.politics.guns
19930404.0125	1993.4.4-12484	train	talk.politics.guns
19930404.0125	1993.4.4-12487	train	talk.politics.guns
19930404.0129	93.4.4-12943	train	rec.sport.hockey
19930404.0129	1993.4.4-12945	train	rec.sport.hockey
19930404.0136	1993.4.4-13578	train	rec.motorcycles
19930404.0136	1993.4.4-13620	train	rec.sport.hockey
19930404.0146	93.4.4-14632	train	sci.med
19930404.0174	1993.4.4-17366	train	talk.politics.misc
19930404.0177	93.4.4-17665	train	comp.sys.mac.hardware
19930404.0182	93.4.4-18190	train	comp.graphics
19930405.0002	93.4.5-151	train	talk.politics.mideast
19930405.0002	1993.4.5-156	train	talk.politics.mideast
19930405.0002	1993.4.5-157	train	talk.politics.mideast
19930405.0002	93.4.5-158	train	talk.politics.mideast
19930405.0002	1993.4.5-159	train	talk.politics.mideast
19930405.0002	93.4.5-178	train	sci.med
19930405.0002	93.4.5-179	train	sci.med
19930405.0002	93.4.5-182	train	sci.med
19930405.0002	93.4.5-184	train	sci.med
19930405.0002	93.4.5-185	train	sci.med
19930405.0002	93.4.5-216	train	talk.religion.misc
19930405.0002	93.4.5-217	train	talk.religion.misc
19930405.0002	93.4.5-218	train	talk.religion.misc
19930405.0002	93.4.5-219	train	talk.religion.misc
19930405.0002	93.4.5-222	train	rec.motorcycles
19930405.0002	1993.4.5-243	train	comp.sys.ibm.pc.hardware
19930405.0003	93.4.5-343	train	rec.autos
19930405.0005	1993.4.5-474	train	rec.autos
19930405.0005	93.4.5-547	train	comp.sys.ibm.pc.hardware
19930405.0007	1993.4.5-711	train	rec.autos
19930405.0008	93.4.5-829	train	sci.med
19930405.0008	93.4.5-830	train	sci.med
19930405.0008	93.4.5-832	train	sci.med
19930405.0008	93.4.5-834	train	sci.med
19930405.0008	93.4.5-843	train	sci.med
19930405.0008	93.4.5-844	train	sci.med
19930405.0009	93.4.5-854	train	rec.autos
19930405.0009	93.4.5-866	train	rec.autos
19930405.0011	1993.4.5-1097	train	rec.sport.baseball
19930405.0012	93.4.5-1200	train	talk.politics.misc
19930405.0012	93.4.5-1201	train	talk.politics.misc
19930405.0012	93.4.5-1208	train	talk.politics.misc
19930405.0012	93.4.5-1217	train	comp.sys.ibm.pc.hardware
19930405.0012	93.4.5-1219	train	comp.sys.ibm.pc.hardware
19930405.0013	93.4.5-1263	train	sci.space
19930405.0014	1993.4.5-1397	train	talk.politics.guns
19930405.0014	1993.4.5-1398	train	talk.politics.guns
19930405.0014	1993.4.5-1408	train	talk.politics.guns
19930405.0015	93.4.5-1494	train	comp.windows.x
19930405.0015	93.4.5-1511	train	rec.autos
19930405.0017	1993.4.5-1712	train	sci.crypt
19930405.0018	93.4.5-1820	train	misc.forsale
19930405.0018	93.4.5-1822	train	misc.forsale
19930405.0018	93.4.5-1826	train	misc.forsale
19930405.0018	1993.4.5-1827	train	misc.forsale
19930405.0019	1993.4.5-1855	train	talk.politics.misc
19930405.0019	1993.4.5-1856	train	talk.politics.misc
19930405.0019	1993.4.5-1858	train	talk.politics.misc
19930405.0019	93.4.5-1861	train	talk.politics.misc
19930405.0019	1993.4.5-1863	train	talk.politics.misc
19930405.0019	1993.4.5-1864	train	talk.politics.misc
19930405.0021	93.4.5-2050	train	talk.politics.guns
19930405.0021	1993.4.5-2085	train	rec.autos
19930405.0021	1993.4.5-2099	train	rec.autos
19930405.0022	93.4.5-2175	train	rec.autos
19930405.0022	1993.4.5-2185	train	rec.autos
19930405.0024	93.4.5-2430	train	comp.sys.mac.hardware
19930405.0024	1993.4.5-2431	train	comp.sys.mac.hardware
19930405.0024	1993.4.5-2432	train	comp.sys.mac.hardware
19930405.0024	1993.4.5-2434	train	comp.sys.mac.hardware
19930405.0025	1993.4.5-2468	train	misc.forsale
19930405.0025	1993.4.5-2469	train	misc.forsale
19930405.0025	1993.4.5-2470	train	misc.forsale
19930405.0025	1993.4.5-2471	train	misc.forsale
19930405.0025	1993.4.5-2472	train	misc.forsale
19930405.0025	1993.4.5-2474	train	misc.forsale
19930405.0025	1993.4.5-2480	train	misc.forsale
19930405.0025	1993.4.5-2481	train	misc.forsale
19930405.0026	93.4.5-2562	train	misc.forsale
19930405.0026	1993.4.5-2568	train	misc.forsale
19930405.0026	93.4.5-2631	train	alt.atheism
19930405.0027	1993.4.5-2680	train	talk.politics.guns
19930405.0027	93.4.5-2681	train	talk.politics.guns
19930405.0027	93.4.5-2685	train	talk.politics.guns
19930405.0027	93.4.5-2687	train	talk.politics.guns
19930405.0027	1993.4.5-2688	train	talk.politics.guns
19930405.0028	93.4.5-2797	train	comp.windows.x
19930405.0028	1993.4.5-2800	train	comp.windows.x
19930405.0028	1993.4.5-2803	train	comp.windows.x
19930405.0028	1993.4.5-2804	train	comp.windows.x
19930405.0028	1993.4.5-2805	train	comp.windows.x
19930405.0028	1993.4.5-2806	train	comp.windows.x
19930405.0029	93.4.5-2899	train	talk.politics.misc
19930405.003	1993.4.5-2957	train	sci.electronics
19930405.003	1993.4.5-2963	train	sci.electronics
19930405.003	93.4.5-2964	train	sci.electronics
19930405.003	93.4.5-2965	train	sci.electronics
19930405.003	1993.4.5-2966	train	sci.electronics
19930405.003	1993.4.5-2967	train	sci.electronics
19930405.003	1993.4.5-2969	train	sci.electronics
19930405.003	93.4.5-3028	train	rec.sport.baseball
19930405.003	1993.4.5-3033	train	rec.sport.baseball
19930405.003	1993.4.5-3038	train	rec.sport.baseball
19930405.0031	93.4.5-3127	train	misc.forsale
19930405.0031	1993.4.5-3130	train	misc.forsale
19930405.0032	1993.4.5-3193	train	rec.autos
19930405.0032	93.4.5-3194	train	rec.autos
19930405.0032	1993.4.5-3196	train	rec.autos
19930405.0032	1993.4.5-3197	train	rec.autos
19930405.0032	93.4.5-3198	train	rec.autos
19930405.0032	1993.4.5-3200	train	rec.autos
19930405.0032	1993.4.5-3201	train	rec.autos
19930405.0032	93.4.5-3202	train	rec.autos
19930405.0032	1993.4.5-3203	train	rec.autos
19930405.0034	1993.4.5-3372	train	talk.politics.guns
19930405.0034	1993.4.5-3374	train	talk.politics.guns
19930405.0034	93.4.5-3375	train	talk.politics.guns
19930405.0034	1993.4.5-3377	train	talk.politics.guns
19930405.0034	1993.4.5-3379	train	talk.politics.guns
19930405.0034	1993.4.5-3380	train	talk.politics.guns
19930405.0035	1993.4.5-3487	train	alt.atheism
19930405.0035	1993.4.5-3489	train	alt.atheism
19930405.0035	93.4.5-3490	train	alt.atheism
19930405.0035	1993.4.5-3491	train	alt.atheism
19930405.0037	93.4.5-3708	train	talk.politics.mideast
19930405.0039	93.4.5-3863	train	rec.autos
19930405.0039	93.4.5-3864	train	rec.autos
19930405.0039	93.4.5-3865	train	rec.autos
19930405.0039	1993.4.5-3867	train	rec.autos
19930405.0039	93.4.5-3870	train	rec.autos
19930405.0039	93.4.5-3873	train	rec.autos
19930405.004	1993.4.5-4020	train	rec.sport.hockey
19930405.004	93.4.5-4022	train	rec.sport.hockey
19930405.004	93.4.5-4023	train	rec.sport.hockey
19930405.004	93.4.5-4024	train	rec.sport.hockey
19930405.004	1993.4.5-4025	train	rec.sport.hockey
19930405.004	1993.4.5-4026	train	rec.sport.hockey
19930405.004	1993.4.5-4029	train	rec.sport.hockey
19930405.0041	93.4.5-4082	train	sci.space
19930405.0042	93.4.5-4220	train	comp.sys.ibm.pc.hardware
19930405.0042	1993.4.5-4221	train	comp.sys.ibm.pc.hardware
19930405.0042	1993.4.5-4222	train	comp.sys.ibm.pc.hardware
19930405.0042	1993.4.5-4223	train	comp.sys.ibm.pc.hardware
19930405.0042	93.4.5-4225	train	comp.sys.ibm.pc.hardware
19930405.0042	93.4.5-4228	train	comp.sys.ibm.pc.hardware
19930405.0042	93.4.5-4229	train	comp.sys.ibm.pc.hardware
19930405.0043	93.4.5-4293	train	sci.electronics
19930405.0043	1993.4.5-4298	train	sci.electronics
19930405.0044	1993.4.5-4372	train	rec.sport.baseball
19930405.0044	93.4.5-4373	train	rec.sport.baseball
19930405.0044	1993.4.5-4374	train	rec.sport.baseball
19930405.0044	93.4.5-4375	train	rec.sport.baseball
19930405.0044	1993.4.5-4376	train	rec.sport.baseball
19930405.0044	1993.4.5-4377	train	rec.sport.baseball
19930405.0044	1993.4.5-4378	train	rec.sport.baseball
19930405.0044	93.4.5-4379	train	rec.sport.baseball
19930405.0044	1993.4.5-4380	train	rec.sport.baseball
19930405.0044	1993.4.5-4381	train	rec.sport.baseball
19930405.0044	1993.4.5-4393	train	sci.space
19930405.0044	93.4.5-4448	train	comp.sys.mac.hardware
19930405.0045	1993.4.5-4452	train	comp.sys.mac.hardware
19930405.0045	1993.4.5-4453	train	comp.sys.mac.hardware
19930405.0045	93.4.5-4454	train	comp.sys.mac.hardware
19930405.0045	93.4.5-4455	train	comp.sys.mac.hardware
19930405.0045	93.4.5-4456	train	comp.sys.mac.hardware
19930405.0045	93.4.5-4457	train	comp.sys.mac.hardware
19930405.0046	93.4.5-4609	train	rec.sport.baseball
19930405.0046	1993.4.5-4610	train	rec.sport.baseball
19930405.0046	93.4.5-4611	train	rec.sport.baseball
19930405.0046	1993.4.5-4612	train	rec.sport.baseball
19930405.0046	1993.4.5-4613	train	rec.sport.baseball
19930405.0046	1993.4.5-4614	train	rec.sport.baseball
19930405.0047	1993.4.5-4684	train	rec.motorcycles
19930405.0047	93.4.5-4686	train	rec.motorcycles
19930405.0047	93.4.5-4687	train	rec.motorcycles
19930405.0047	93.4.5-4688	train	rec.motorcycles
19930405.0047	93.4.5-4689	train	rec.motorcycles
19930405.0047	93.4.5-4690	train	rec.motorcycles
19930405.0047	1993.4.5-4694	train	rec.motorcycles
19930405.0048	1993.4.5-4807	train	alt.atheism
19930405.0048	1993.4.5-4818	train	alt.atheism
19930405.0049	1993.4.5-4855	train	alt.atheism
19930405.0049	93.4.5-4860	train	alt.atheism
19930405.0049	1993.4.5-4865	train	alt.atheism
19930405.0049	1993.4.5-4866	train	alt.atheism
19930405.0049	93.4.5-4940	train	talk.politics.mideast
19930405.0049	93.4.5-4941	train	talk.politics.mideast
19930405.005	93.4.5-4979	train	sci.med
19930405.005	1993.4.5-4980	train	sci.med
19930405.005	1993.4.5-4981	train	sci.med
19930405.005	93.4.5-4982	train	sci.med
19930405.005	93.4.5-4983	train	sci.med
19930405.005	1993.4.5-4984	train	sci.med
19930405.005	93.4.5-5014	train	talk.religion.misc
19930405.005	93.4.5-5015	train	talk.religion.misc
19930405.005	93.4.5-5016	train	talk.religion.misc
19930405.005	93.4.5-5020	train	talk.religion.misc
19930405.005	93.4.5-5021	train	talk.religion.misc
19930405.005	1993.4.5-5049	train	rec.sport.baseball
19930405.005	93.4.5-5050	train	rec.sport.baseball
19930405.0051	93.4.5-5054	train	rec.sport.baseball
19930405.0052	93.4.5-5152	train	sci.med
19930405.0053	93.4.5-5294	train	comp.os.ms-windows.misc
19930405.0054	93.4.5-5364	train	rec.autos
19930405.0054	93.4.5-5372	train	rec.motorcycles
19930405.0054	93.4.5-5373	train	rec.motorcycles
19930405.0054	1993.4.5-5382	train	sci.space
19930405.0054	93.4.5-5383	train	sci.space
19930405.0055	1993.4.5-5522	train	alt.atheism
19930405.0055	93.4.5-5523	train	alt.atheism
19930405.0055	93.4.5-5524	train	alt.atheism
19930405.0055	93.4.5-5525	train	alt.atheism
19930405.0055	93.4.5-5526	train	alt.atheism
19930405.0055	1993.4.5-5535	train	alt.atheism
19930405.0057	93.4.5-5663	train	sci.space
19930405.0057	93.4.5-5669	train	sci.med
19930405.0057	93.4.5-5670	train	sci.med
19930405.0057	93.4.5-5719	train	sci.space
19930405.0059	93.4.5-5876	train	talk.politics.misc
19930405.0059	93.4.5-5877	train	talk.politics.misc
19930405.0059	93.4.5-5881	train	talk.politics.misc
19930405.0059	1993.4.5-5882	train	talk.politics.misc
19930405.0059	93.4.5-5883	train	talk.politics.misc
19930405.0059	93.4.5-5884	train	talk.politics.misc
19930405.0059	1993.4.5-5885	train	talk.politics.misc
19930405.0059	93.4.5-5886	train	talk.politics.misc
19930405.006	93.4.5-6033	train	rec.autos
19930405.006	1993.4.5-6048	train	rec.motorcycles
19930405.006	1993.4.5-6049	train	rec.motorcycles
19930405.0061	1993.4.5-6050	train	rec.motorcycles
19930405.0061	1993.4.5-6051	train	rec.motorcycles
19930405.0061	1993.4.5-6112	train	alt.atheism
19930405.0063	1993.4.5-6258	train	rec.autos
19930405.0063	93.4.5-6315	train	sci.med
19930405.0063	93.4.5-6349	train	rec.sport.hockey
19930405.0064	93.4.5-6365	train	rec.sport.baseball
19930405.0065	93.4.5-6507	train	comp.sys.mac.hardware
19930405.0067	1993.4.5-6677	train	rec.motorcycles
19930405.0067	93.4.5-6678	train	rec.motorcycles
19930405.0067	93.4.5-6679	train	rec.motorcycles
19930405.0067	93.4.5-6680	train	rec.motorcycles
19930405.0067	1993.4.5-6681	train	rec.motorcycles
19930405.0067	1993.4.5-6682	train	rec.motorcycles
19930405.0067	1993.4.5-6683	train	rec.motorcycles
19930405.0067	1993.4.5-6684	train	rec.motorcycles
19930405.0067	93.4.5-6685	train	rec.motorcycles
19930405.0067	93.4.5-6686	train	rec.motorcycles
19930405.0068	1993.4.5-6816	train	talk.politics.misc
19930405.0069	93.4.5-6874	train	talk.politics.misc
19930405.0069	1993.4.5-6876	train	talk.politics.misc
19930405.0069	93.4.5-6880	train	talk.politics.misc
19930405.0073	1993.4.5-7303	train	talk.politics.misc
19930405.0073	93.4.5-7306	train	talk.politics.misc
19930405.0073	93.4.5-7338	train	rec.sport.hockey
19930405.0073	93.4.5-7339	train	rec.sport.hockey
19930405.0073	93.4.5-7343	train	rec.sport.hockey
19930405.0074	93.4.5-7403	train	rec.sport.baseball
19930405.0074	93.4.5-7404	train	rec.sport.baseball
19930405.0074	1993.4.5-7410	train	comp.os.ms-windows.misc
19930405.0074	93.4.5-7412	train	comp.os.ms-windows.misc
19930405.0075	93.4.5-7539	train	talk.politics.misc
19930405.0076	93.4.5-7593	train	alt.atheism
19930405.0076	1993.4.5-7595	train	alt.atheism
19930405.0078	1993.4.5-7801	train	rec.autos
19930405.0079	1993.4.5-7874	train	rec.sport.hockey
19930405.0079	1993.4.5-7879	train	rec.sport.hockey
19930405.008	93.4.5-7962	train	rec.motorcycles
19930405.008	93.4.5-7968	train	rec.motorcycles
19930405.0081	93.4.5-8060	train	rec.sport.baseball
19930405.0081	1993.4.5-8087	train	rec.sport.hockey
19930405.0082	1993.4.5-8222	train	alt.atheism
19930405.0084	1993.4.5-8359	train	misc.forsale
19930405.0084	1993.4.5-8362	train	misc.forsale
19930405.0084	1993.4.5-8363	train	misc.forsale
19930405.0085	93.4.5-8521	train	comp.graphics
19930405.0085	1993.4.5-8526	train	comp.graphics
19930405.0087	1993.4.5-8660	train	sci.electronics
19930405.0088	93.4.5-8842	train	talk.politics.misc
19930405.0089	93.4.5-8854	train	talk.politics.misc
19930405.009	93.4.5-8996	train	sci.med
19930405.0091	93.4.5-9065	train	alt.atheism
19930405.0091	93.4.5-9067	train	alt.atheism
19930405.0091	1993.4.5-9068	train	alt.atheism
19930405.0091	93.4.5-9070	train	alt.atheism
19930405.0091	1993.4.5-9078	train	alt.atheism
19930405.0091	1993.4.5-9118	train	comp.sys.mac.hardware
19930405.0092	1993.4.5-9196	train	comp.graphics
19930405.0092	93.4.5-9197	train	comp.graphics
19930405.0092	1993.4.5-9203	train	comp.graphics
19930405.0092	93.4.5-9220	train	rec.motorcycles
19930405.0093	93.4.5-9283	train	sci.med
19930405.0093	93.4.5-9284	train	sci.med
19930405.0093	93.4.5-9285	train	sci.med
19930405.0093	93.4.5-9286	train	sci.med
19930405.0093	93.4.5-9287	train	sci.med
19930405.0093	93.4.5-9288	train	sci.med
19930405.0093	93.4.5-9289	train	sci.med
19930405.0093	93.4.5-9290	train	sci.med
19930405.0093	93.4.5-9291	train	sci.med
19930405.0093	93.4.5-9292	train	sci.med
19930405.0093	93.4.5-9337	train	sci.electronics
19930405.0094	93.4.5-9362	train	talk.religion.misc
19930405.0094	93.4.5-9363	train	talk.religion.misc
19930405.0094	93.4.5-9364	train	talk.religion.misc
19930405.0094	1993.4.5-9365	train	talk.religion.misc
19930405.0094	1993.4.5-9368	train	talk.religion.misc
19930405.0094	1993.4.5-9372	train	talk.religion.misc
19930405.0095	1993.4.5-9496	train	alt.atheism
19930405.0095	93.4.5-9522	train	talk.politics.mideast
19930405.0099	1993.4.5-9876	train	talk.politics.misc
19930405.0099	93.4.5-9877	train	talk.politics.misc
19930405.0099	1993.4.5-9925	train	rec.autos
19930405.0099	93.4.5-9928	train	talk.politics.mideast
19930405.0099	93.4.5-9929	train	talk.politics.mideast
19930405.0099	93.4.5-9930	train	talk.politics.mideast
19930405.0099	93.4.5-9931	train	talk.politics.mideast
19930405.0099	1993.4.5-9932	train	talk.politics.mideast
19930405.0099	93.4.5-9933	train	talk.politics.mideast
19930405.0099	93.4.5-9934	train	talk.politics.mideast
19930405.01	1993.4.5-9989	train	talk.religion.misc
19930405.01	1993.4.5-9990	train	talk.religion.misc
19930405.01	1993.4.5-9991	train	talk.religion.misc
19930405.0101	1993.4.5-10140	train	talk.politics.misc
19930405.0101	93.4.5-10142	train	talk.politics.misc
19930405.0101	1993.4.5-10143	train	talk.politics.misc
19930405.0101	93.4.5-10145	train	talk.politics.misc
19930405.0101	1993.4.5-10146	train	talk.politics.misc
19930405.0102	93.4.5-10153	train	talk.politics.misc
19930405.0102	1993.4.5-10154	train	talk.politics.misc
19930405.0102	93.4.5-10161	train	comp.sys.ibm.pc.hardware
19930405.0103	93.4.5-10318	train	misc.forsale
19930405.0103	93.4.5-10339	train	sci.crypt
19930405.0106	93.4.5-10610	train	talk.politics.mideast
19930405.0107	1993.4.5-10714	train	sci.crypt
19930405.0107	1993.4.5-10715	train	sci.crypt
19930405.0107	1993.4.5-10719	train	sci.crypt
19930405.0108	93.4.5-10795	train	talk.politics.misc
19930405.0108	93.4.5-10797	train	talk.politics.misc
19930405.0111	1993.4.5-11058	train	rec.autos
19930405.0111	1993.4.5-11076	train	rec.autos
19930405.0111	93.4.5-11091	train	sci.space
19930405.0111	93.4.5-11092	train	sci.space
19930405.0112	1993.4.5-11167	train	talk.politics.guns
19930405.0112	93.4.5-11178	train	alt.atheism
19930405.0112	1993.4.5-11184	train	alt.atheism
19930405.0113	1993.4.5-11348	train	sci.space
19930405.0114	1993.4.5-11392	train	comp.sys.mac.hardware
19930405.0115	93.4.5-11476	train	alt.atheism
19930405.0115	1993.4.5-11484	train	alt.atheism
19930405.0115	1993.4.5-11485	train	alt.atheism
19930405.0116	93.4.5-11564	train	misc.forsale
19930405.0116	93.4.5-11565	train	misc.forsale
19930405.0116	93.4.5-11566	train	misc.forsale
19930405.0116	1993.4.5-11568	train	misc.forsale
19930405.0116	93.4.5-11570	train	misc.forsale
19930405.0117	1993.4.5-11746	train	comp.windows.x
19930405.0118	93.4.5-11754	train	comp.windows.x
19930405.0118	1993.4.5-11818	train	talk.politics.guns
19930405.0118	1993.4.5-11821	train	talk.politics.guns
19930405.0119	1993.4.5-11931	train	sci.electronics
19930405.0119	1993.4.5-11936	train	sci.electronics
19930405.0119	1993.4.5-11938	train	sci.electronics
19930405.0119	93.4.5-11941	train	sci.electronics
19930405.0119	93.4.5-11942	train	sci.electronics
19930405.0119	1993.4.5-11943	train	sci.electronics
19930405.012	93.4.5-11993	train	rec.sport.baseball
19930405.0122	1993.4.5-12161	train	talk.politics.mideast
19930405.0122	93.4.5-12205	train	misc.forsale
19930405.0122	1993.4.5-12206	train	misc.forsale
19930405.0122	1993.4.5-12207	train	misc.forsale
19930405.0122	1993.4.5-12208	train	misc.forsale
19930405.0122	93.4.5-12209	train	misc.forsale
19930405.0122	1993.4.5-12211	train	misc.forsale
19930405.0122	1993.4.5-12220	train	misc.forsale
19930405.0122	1993.4.5-12224	train	rec.autos
19930405.0122	93.4.5-12227	train	rec.autos
19930405.0122	1993.4.5-12228	train	rec.autos
19930405.0125	1993.4.5-12481	train	talk.politics.guns
19930405.0125	93.4.5-12485	train	talk.politics.guns
19930405.0125	1993.4.5-12486	train	talk.politics.guns
19930405.0125	1993.4.5-12505	train	comp.sys.ibm.pc.hardware
19930405.0126	1993.4.5-12585	train	sci.electronics
19930405.0126	1993.4.5-12590	train	sci.electronics
19930405.0126	1993.4.5-12632	train	rec.sport.baseball
19930405.0126	93.4.5-12636	train	rec.sport.baseball
19930405.0127	93.4.5-12675	train	rec.autos
